141.8301243,17.27134183,7.720481492,x
142.0182696,17.85294797,7.669289411,x
141.9013657,17.45849371,7.695500287,x
141.9245525,17.51918386,7.68962928,x
141.9360606,17.55078518,7.685445132,x
141.959385,17.61152966,7.67707486,x
141.9712025,17.64067241,7.67288874,x
142.0408909,17.82557337,7.64775812,x
141.9827128,17.67229933,7.668701957,x
141.9942235,17.70393276,7.664514519,x
142.0060437,17.73309419,7.660326405,x
142.0175554,17.76474042,7.656137635,x
141.9625381,17.61946842,7.674791343,x
141.9013657,17.45849371,7.695500287,x
142.0522712,17.85722228,7.646066141,x
142.0640968,17.88641489,7.641874988,x
142.0698538,17.90225327,7.639779159,x
141.8432314,17.3055993,7.716405978,x
141.8550383,17.33468006,7.712226147,x
142.0182696,17.85294797,7.669289411,x
141.8202232,17.24250549,7.724763675,x
141.8432314,17.3055993,7.716405978,x
142.012568,17.8396426,7.671402654,x
141.9603065,17.69970396,7.690228285,x
141.9717743,17.73133129,7.686041844,x
141.9603065,17.69970396,7.690228285,x
141.9717743,17.73133129,7.686041844,x
141.9835517,17.76048695,7.681854714,x
141.9835517,17.76048695,7.681854714,x
141.9950205,17.79212706,7.677666954,x
142.0064891,17.82377361,7.673478514,x
141.9013657,17.45849371,7.695500287,x
142.0182696,17.85294797,7.669289411,x
141.9131778,17.48760543,7.691317182,x
141.948531,17.67056064,7.694414087,x
141.9370645,17.63894611,7.698599223,x
141.905293,17.55452449,7.70885715,x
141.9254242,17.60983166,7.700287634,x
141.9139587,17.57822985,7.704471719,x
141.9024935,17.54663452,7.708655145,x
141.8907227,17.5175221,7.712837914,x
142.075611,17.91809329,7.637683165,x
141.9712025,17.64067241,7.67288874,x
142.0293779,17.79391429,7.651948204,x
141.8778758,17.30731301,7.690753985,x
141.866026,17.27822651,7.694934796,x
142.0408909,17.82557337,7.64775812,x
141.9478758,17.57991555,7.681260327,x
142.0175554,17.76474042,7.656137635,x
142.0640968,17.88641489,7.641874988,x
