Timestamp,UTC,Callsign,Position,Altitude (ft),Altitude (km),Speed (knots),Speed (km/s),Direction
1660139318,2022-08-10T13:48:38Z,ACA536,"49.194477,-123.187286",0,0,17,0.008745548,345
1660139323,2022-08-10T13:48:43Z,ACA536,"49.194893,-123.187279",0,0,18,0.009259992,8
1660139326,2022-08-10T13:48:46Z,ACA536,"49.195141,-123.187218",0,0,18,0.009259992,11
1660139329,2022-08-10T13:48:49Z,ACA536,"49.195404,-123.187141",0,0,19,0.009774436,11
1660139332,2022-08-10T13:48:52Z,ACA536,"49.195702,-123.187057",0,0,19,0.009774436,11
1660139335,2022-08-10T13:48:55Z,ACA536,"49.195938,-123.187004",0,0,19,0.009774436,11
1660139340,2022-08-10T13:49:00Z,ACA536,"49.196323,-123.186882",0,0,18,0.009259992,14
1660139342,2022-08-10T13:49:02Z,ACA536,"49.19656,-123.186775",0,0,19,0.009774436,16
1660139345,2022-08-10T13:49:05Z,ACA536,"49.1968,-123.186623",0,0,19,0.009774436,22
1660139348,2022-08-10T13:49:08Z,ACA536,"49.197075,-123.186424",0,0,20,0.01028888,28
1660139351,2022-08-10T13:49:11Z,ACA536,"49.197323,-123.186211",0,0,20,0.01028888,30
1660139354,2022-08-10T13:49:14Z,ACA536,"49.197582,-123.185989",0,0,21,0.010803324,28
1660139360,2022-08-10T13:49:20Z,ACA536,"49.198174,-123.185715",0,0,22,0.011317768,11
1660139366,2022-08-10T13:49:26Z,ACA536,"49.198719,-123.185562",0,0,23,0.011832212,8
1660139368,2022-08-10T13:49:28Z,ACA536,"49.19894,-123.185509",0,0,23,0.011832212,11
1660139370,2022-08-10T13:49:30Z,ACA536,"49.199173,-123.185432",0,0,23,0.011832212,11
1660139373,2022-08-10T13:49:33Z,ACA536,"49.199467,-123.185364",0,0,24,0.012346656,8
1660139376,2022-08-10T13:49:36Z,ACA536,"49.19981,-123.18528",0,0,23,0.011832212,8
1660139380,2022-08-10T13:49:40Z,ACA536,"49.200188,-123.185165",0,0,18,0.009259992,11
1660139385,2022-08-10T13:49:45Z,ACA536,"49.200584,-123.185074",0,0,14,0.007202216,8
1660139393,2022-08-10T13:49:53Z,ACA536,"49.200977,-123.184891",0,0,12,0.006173328,28
1660139397,2022-08-10T13:49:57Z,ACA536,"49.201115,-123.184647",0,0,12,0.006173328,56
1660139400,2022-08-10T13:50:00Z,ACA536,"49.201141,-123.184387",0,0,12,0.006173328,81
1660139404,2022-08-10T13:50:04Z,ACA536,"49.201118,-123.184074",0,0,12,0.006173328,95
1660139408,2022-08-10T13:50:08Z,ACA536,"49.201084,-123.183678",0,0,13,0.006687772,98
1660139410,2022-08-10T13:50:10Z,ACA536,"49.201057,-123.183426",0,0,14,0.007202216,101
1660139413,2022-08-10T13:50:13Z,ACA536,"49.201027,-123.183174",0,0,15,0.00771666,101
1660139418,2022-08-10T13:50:18Z,ACA536,"49.200954,-123.182594",0,0,15,0.00771666,101
1660139420,2022-08-10T13:50:20Z,ACA536,"49.200932,-123.182373",0,0,16,0.008231104,101
1660139423,2022-08-10T13:50:23Z,ACA536,"49.200909,-123.182106",0,0,16,0.008231104,101
1660139425,2022-08-10T13:50:25Z,ACA536,"49.200874,-123.181808",0,0,17,0.008745548,101
1660139427,2022-08-10T13:50:27Z,ACA536,"49.20084,-123.181511",0,0,17,0.008745548,101
1660139434,2022-08-10T13:50:34Z,ACA536,"49.200745,-123.180717",0,0,19,0.009774436,101
1660139440,2022-08-10T13:50:40Z,ACA536,"49.200657,-123.179893",0,0,20,0.01028888,101
1660139446,2022-08-10T13:50:46Z,ACA536,"49.200546,-123.178986",0,0,21,0.010803324,101
1660139452,2022-08-10T13:50:52Z,ACA536,"49.200439,-123.17804",0,0,22,0.011317768,101
1660139458,2022-08-10T13:50:58Z,ACA536,"49.200329,-123.177063",0,0,23,0.011832212,101
1660139464,2022-08-10T13:51:04Z,ACA536,"49.200211,-123.176033",0,0,24,0.012346656,101
1660139473,2022-08-10T13:51:13Z,ACA536,"49.200047,-123.174606",0,0,25,0.0128611,101
1660139479,2022-08-10T13:51:19Z,ACA536,"49.199924,-123.173538",0,0,23,0.011832212,101
1660139485,2022-08-10T13:51:25Z,ACA536,"49.199825,-123.172676",0,0,19,0.009774436,101
1660139494,2022-08-10T13:51:34Z,ACA536,"49.199707,-123.171738",0,0,11,0.005658884,106
1660139498,2022-08-10T13:51:38Z,ACA536,"49.199581,-123.171478",0,0,12,0.006173328,132
1660139503,2022-08-10T13:51:43Z,ACA536,"49.199295,-123.171371",0,0,13,0.006687772,180
1660139511,2022-08-10T13:51:51Z,ACA536,"49.198814,-123.171738",0,0,15,0.00771666,202
1660139514,2022-08-10T13:51:54Z,ACA536,"49.198593,-123.171829",0,0,15,0.00771666,191
1660139518,2022-08-10T13:51:58Z,ACA536,"49.198372,-123.17186",0,0,15,0.00771666,185
1660139521,2022-08-10T13:52:01Z,ACA536,"49.198093,-123.171883",0,0,16,0.008231104,180
1660139525,2022-08-10T13:52:05Z,ACA536,"49.19783,-123.171898",0,0,16,0.008231104,180
1660139528,2022-08-10T13:52:08Z,ACA536,"49.197624,-123.171898",0,0,15,0.00771666,180
1660139531,2022-08-10T13:52:11Z,ACA536,"49.197418,-123.171898",0,0,14,0.007202216,180
1660139535,2022-08-10T13:52:15Z,ACA536,"49.197189,-123.171898",0,0,12,0.006173328,180
1660139541,2022-08-10T13:52:21Z,ACA536,"49.196903,-123.171951",0,0,10,0.00514444,188
1660139546,2022-08-10T13:52:26Z,ACA536,"49.196686,-123.172096",0,0,11,0.005658884,208
1660139550,2022-08-10T13:52:30Z,ACA536,"49.196548,-123.172318",0,0,11,0.005658884,227
1660139556,2022-08-10T13:52:36Z,ACA536,"49.196487,-123.172729",0,0,6,0.003086664,264
1660139562,2022-08-10T13:52:42Z,ACA536,"49.196503,-123.172974",0,0,6,0.003086664,272
1660139567,2022-08-10T13:52:47Z,ACA536,"49.19651,-123.173203",0,0,7,0.003601108,275
