1418.301243,172.7134183,77.20481492
1420.182696,178.5294797,76.69289411
1419.013657,174.5849371,76.95500287
1419.245525,175.1918386,76.8962928
1419.360606,175.5078518,76.85445132
1419.59385,176.1152966,76.7707486
1419.712025,176.4067241,76.7288874
1420.408909,178.2557337,76.4775812
1419.827128,176.7229933,76.68701957
1419.942235,177.0393276,76.64514519
1420.060437,177.3309419,76.60326405
1420.175554,177.6474042,76.56137635
1419.625381,176.1946842,76.74791343
1419.013657,174.5849371,76.95500287
1420.522712,178.5722228,76.46066141
1420.640968,178.8641489,76.41874988
1420.698538,179.0225327,76.39779159
1418.432314,173.055993,77.16405978
1418.550383,173.3468006,77.12226147
1420.182696,178.5294797,76.69289411
1418.202232,172.4250549,77.24763675
1418.432314,173.055993,77.16405978
1420.12568,178.396426,76.71402654
1419.603065,176.9970396,76.90228285
1419.717743,177.3133129,76.86041844
1419.603065,176.9970396,76.90228285
1419.717743,177.3133129,76.86041844
1419.835517,177.6048695,76.81854714
1419.835517,177.6048695,76.81854714
1419.950205,177.9212706,76.77666954
1420.064891,178.2377361,76.73478514
1419.013657,174.5849371,76.95500287
1420.182696,178.5294797,76.69289411
1419.131778,174.8760543,76.91317182
1419.48531,176.7056064,76.94414087
1419.370645,176.3894611,76.98599223
1419.05293,175.5452449,77.0885715
1419.254242,176.0983166,77.00287634
1419.139587,175.7822985,77.04471719
1419.024935,175.4663452,77.08655145
1418.907227,175.175221,77.12837914
1420.75611,179.1809329,76.37683165
1419.712025,176.4067241,76.7288874
1420.293779,177.9391429,76.51948204
1418.778758,173.0731301,76.90753985
1418.66026,172.7822651,76.94934796
1420.408909,178.2557337,76.4775812
1419.478758,175.7991555,76.81260327
1420.175554,177.6474042,76.56137635
1420.640968,178.8641489,76.41874988
